country,region,population,electoral_comp,globalization,monarchy,presidential,democracy,gdp_per_capita,rain_avg,temp_avg,climate_laws_policies,co2_per_capita,co2_growth_rate,ag_land_pct,forest_land_pct,nat_disaster_damage,nat_disaster_affected,nat_disaster_deaths,nat_disaster_n
Bolivia,Latin America,11090085,3,58.836266,0,1,1,6200,85.7583333333333,21.4416666666667,2,1.84670253998949,28.3176037497533,34.7700004577637,48.0299987792969,0,4000,0,1
Botswana,Sub-Saharan Africa,2305171,3,55.808731,0,1,1,14805,28.725,22.7916666666667,0,2.56084595957214,25.9885450216386,45.6300010681152,27.9599990844727,44000,0,0,1
Brazil,Latin America,205188205,3,63.545547,0,1,1,15826,135.075,26.0583333333333,2,2.46678804837845,32.027831058412,28.1700000762939,60.2900009155273,4000,309450,28,6
Belize,The Caribbean,359871,3,54.500587,1,0,1,NA,153.941666666667,26.125,0,1.60524529483311,44.4901354827982,7.44999980926514,58.4300003051758,0,20000,0,1
Solomon Islands,The Pacific,612660,3,37.565186,1,0,1,NA,246.841666666667,25.575,0,0.31616366946435,45.2241797501097,4.03999996185303,90.2699966430664,2000,44096,9,3
Brunei,South-East Asia,421437,0,60.082684,1,0,0,NA,236.875,26.8583333333333,1,17.0487434533522,34.5735064586192,2.73000001907349,72.1100006103516,NA,NA,NA,NA
Bulgaria,Eastern Europe/Former USSR,7177991,3,79.495956,0,0,1,16373,60.0083333333333,11.8,0,6.23257956160714,69.8585550858203,46.1699981689453,35.310001373291,5800,0,5,1
Myanmar,South-East Asia,51483949,2,42.010334,0,1,0,5021,161.583333333333,23.45,2,0.423286250838684,21.0206545106533,19.5200004577637,45.9199981689453,119000,1635703,213,6
Burundi,Sub-Saharan Africa,10727148,2,39.516563,0,1,0,694,104.383333333333,20.6,1,0.0397016544242488,12.5022757239715,79.1699981689453,10.8900003433228,13000,4179,63,2
Belarus,Eastern Europe/Former USSR,9461076,2,65.36657,0,1,0,18136,43.925,8.71666666666667,1,6.14141088532982,55.7038905050261,42.2400016784668,42.5299987792969,NA,NA,NA,NA
Cambodia,South-East Asia,15417523,2,57.186829,1,0,0,3086,143.166666666667,27.8833333333333,6,0.555905458747502,6.75720861630396,31.5300006866455,50.1199989318848,0,28300,0,2
Cameroon,Sub-Saharan Africa,23012646,2,49.503506,0,1,0,2778,119.008333333333,25,0,0.340283662787024,50.5128785684224,20.6299991607666,43.6199989318848,0,30000,4,2
Canada,"Western Europe, North America, Australia, New Zealand",35702908,3,83.544319,1,0,1,43619,36.7166666666667,-6.3,1,15.3889503062328,62.0724843260183,6.46999979019165,38.7200012207031,0,13000,0,1
Cape Verde,Sub-Saharan Africa,552166,3,48.030453,0,0,1,6266,28.5,23.2916666666667,0,0.94340467619387,44.7211990204467,19.6000003814697,10.9700002670288,1100,0,9,1
Central African Republic,Sub-Saharan Africa,4819333,2,35.833672,0,1,0,576,113.358333333333,25.4333333333333,0,0.0652902071366096,43.0175738558717,8.14999961853027,36.0400009155273,0,1109,1,1
Sri Lanka,South Asia,21336697,3,57.840599,0,1,1,10763,194.783333333333,27.3833333333333,2,0.959155698617072,19.0462385186705,44.2700004577637,34.4000015258789,0,27300,10,2
Chad,Sub-Saharan Africa,14140274,2,39.38298,0,1,0,2384,30.5333333333333,27.425,0,0.0709441409966356,28.9940232236629,39.9000015258789,3.88000011444092,NA,NA,NA,NA
Chile,Latin America,17870124,3,76.041519,0,1,1,21589,46.8166666666667,9.04166666666667,0,4.63258565848197,42.8145271313803,21.2299995422363,23.6700000762939,2900000,854258,204,7
China,East Asia,1379860000,0,63.531139,0,0,0,12244,50.0666666666667,7.5,0,7.39852456644448,26.6012803626708,56.0900001525879,22.3099994659424,18472540,3694880,500,36
Colombia,Latin America,47119728,3,62.605274,0,1,1,13218,181.483333333333,25.4166666666667,2,1.98039913875788,33.7591736235638,40.3400001525879,54.2000007629395,0,48940,93,4
Comoros,Sub-Saharan Africa,730216,3,37.096867,0,1,1,1696,153.958333333333,24.8166666666667,0,0.21697555002161,38.2971290714276,71.4700012207031,18.8700008392334,NA,NA,NA,NA
Congo,Sub-Saharan Africa,5064386,2,53.150806,0,1,0,6272,124.408333333333,25,1,0.665272611017701,0,31.1200008392334,64.4700012207031,NA,NA,NA,NA
"Congo, Democratic Republic",Sub-Saharan Africa,78656904,2,45.715515,0,1,0,836,126.833333333333,24.35,0,0.0372257193904917,16.316018426372,14.1999998092651,58.0800018310547,0,247823,55,5
Costa Rica,Latin America,4895242,3,66.955437,0,1,1,13677,234.291666666667,25.0666666666667,2,1.54991476553095,50.7234649354507,34.810001373291,57.8300018310547,0,28116,0,2
Croatia,Eastern Europe/Former USSR,4203604,3,79.225334,0,0,1,19698,88.7416666666667,12.35,2,4.11834868365336,58.5754845961393,27.1599998474121,33.9599990844727,0,1200,0,1
Cuba,Latin America,11339894,1,57.293896,0,1,0,7889,96.3,26.5833333333333,1,2.58233028965417,39.2926103187393,59.9500007629395,30.5900001525879,0,110089,3,2
Czech Republic,Eastern Europe/Former USSR,10546059,3,84.340202,0,0,1,28194,47.2916666666667,9.75,1,9.468220308648,83.8887291662101,45.25,34.560001373291,NA,NA,NA,NA
Benin,Sub-Saharan Africa,10932783,3,47.664566,0,1,1,2055,76.9916666666667,28.175,0,0.57349144549824,24.0907788341248,35.0299987792969,30.0200004577637,NA,NA,NA,NA
Denmark,"Western Europe, North America, Australia, New Zealand",5683483,3,87.718597,1,0,1,44635,71.6583333333333,9.23333333333333,0,5.4222855949424,99.9936811230394,65.8499984741211,15.6199998855591,NA,NA,NA,NA
Dominica,The Caribbean,70007,3,54.694038,0,0,1,9319,224.8,22.8083333333333,0,2.47272522933847,53.5018707507598,33.3300018310547,63.8300018310547,482810,28000,30,1
Dominican Republic,Latin America,10405832,3,61.16592,0,1,1,13762,113.958333333333,24.725,0,2.34749515643358,51.4052043849834,50.2799987792969,43.5400009155273,0,20883,2,3
Ecuador,Latin America,16195902,3,60.203144,0,1,1,10905,223.191666666667,22.3666666666667,2,2.66904432637019,33.1491867928278,23.3099994659424,51.6199989318848,0,931227,12,3
El Salvador,Latin America,6231066,3,63.91082,0,1,1,8109,134.075,25.7083333333333,0,1.0829757645858,53.4201381191688,70.7300033569336,29.2700004577637,0,20000,13,2
Equatorial Guinea,Sub-Saharan Africa,1346973,1,43.471531,0,1,0,37822,134.583333333333,24.75,1,5.15891929267274,38.0467504833003,10.1199998855591,88.7799987792969,NA,NA,NA,NA
Ethiopia,Sub-Saharan Africa,102471895,2,43.99448,0,1,0,1553,68.5333333333333,23.6,1,0.136045863945994,2.99181121164227,32.8699989318848,15.4399995803833,1400000,10410600,0,2
Eritrea,Sub-Saharan Africa,3340006,0,30.093796,0,1,0,NA,22.15,27.55,0,NA,38.265520525615,75.1699981689453,10.6000003814697,NA,NA,NA,NA
Estonia,Eastern Europe/Former USSR,1315407,3,82.323807,0,0,1,24493,47.9583333333333,7.38333333333333,0,12.4388527657219,48.4061814937448,22.8400001525879,55.689998626709,NA,NA,NA,NA
